date,origin_country,destination_region,barrels,vessel_count
2020-10-29,USA,Global,7795773,39
2020-10-29,Russia,Global,7217298,36
2020-10-29,Iraq,Global,4044841,20
2020-10-29,UAE,Global,3312420,17
2020-10-30,Saudi Arabia,Global,8808247,44
2020-10-30,USA,Global,8053526,40
2020-10-30,Russia,Global,7421130,37
2020-10-30,Iraq,Global,4172881,21
2020-10-30,UAE,Global,3604623,18
2020-10-31,Saudi Arabia,Global,9011402,45
2020-10-31,USA,Global,7915562,40
2020-10-31,Russia,Global,7294275,36
2020-10-31,Iraq,Global,4184331,21
2020-10-31,UAE,Global,3272416,16
2020-11-01,Saudi Arabia,Global,8993349,45
2020-11-01,USA,Global,8112725,41
2020-11-01,Russia,Global,7561523,38
2020-11-01,Iraq,Global,4256709,21
2020-11-01,UAE,Global,3162094,16
2020-11-02,Saudi Arabia,Global,8853009,44
2020-11-02,USA,Global,7566610,38
2020-11-02,Russia,Global,7380351,37
2020-11-02,Iraq,Global,4309736,22
2020-11-02,UAE,Global,3261971,16
2020-11-03,Saudi Arabia,Global,8594560,43
2020-11-03,USA,Global,7910806,40
2020-11-03,Russia,Global,7253861,36
2020-11-03,Iraq,Global,4158278,21
2020-11-03,UAE,Global,2902927,15
2020-11-04,Saudi Arabia,Global,8831577,44
2020-11-04,USA,Global,8101542,41
2020-11-04,Russia,Global,7584894,38
2020-11-04,Iraq,Global,4267140,21
2020-11-04,UAE,Global,3245373,16
2020-11-05,Saudi Arabia,Global,8908008,45
2020-11-05,USA,Global,7687934,38
2020-11-05,Russia,Global,7382961,37
2020-11-05,Iraq,Global,4452604,22
2020-11-05,UAE,Global,3521732,18
2020-11-06,Saudi Arabia,Global,8824705,44
2020-11-06,USA,Global,7809177,39
2020-11-06,Russia,Global,7208030,36
2020-11-06,Iraq,Global,4215696,21
2020-11-06,UAE,Global,3305756,17
2020-11-07,Saudi Arabia,Global,8896916,44
2020-11-07,USA,Global,7978849,40
2020-11-07,Russia,Global,7221334,36
2020-11-07,Iraq,Global,4565714,23
2020-11-07,UAE,Global,3301142,17
2020-11-08,Saudi Arabia,Global,8840736,44
2020-11-08,USA,Global,7731859,39
2020-11-08,Russia,Global,6980305,35
2020-11-08,Iraq,Global,4476548,22
2020-11-08,UAE,Global,3454467,17
2020-11-09,Saudi Arabia,Global,8803918,44
2020-11-09,USA,Global,7856166,39
2020-11-09,Russia,Global,7423508,37
2020-11-09,Iraq,Global,4111735,21
2020-11-09,UAE,Global,3266759,16
2020-11-10,Saudi Arabia,Global,8967479,45
2020-11-10,USA,Global,7660195,38
2020-11-10,Russia,Global,7392373,37
2020-11-10,Iraq,Global,4144852,21
2020-11-10,UAE,Global,3418303,17
2020-11-11,Saudi Arabia,Global,8845259,44
2020-11-11,USA,Global,7608336,38
2020-11-11,Russia,Global,7525316,38
2020-11-11,Iraq,Global,4240417,21
2020-11-11,UAE,Global,3229068,16
2020-11-12,Saudi Arabia,Global,8883002,44
2020-11-12,USA,Global,8025212,40
2020-11-12,Russia,Global,7200543,36
2020-11-12,Iraq,Global,4362169,22
2020-11-12,UAE,Global,3417239,17
2020-11-13,Saudi Arabia,Global,8959237,45
2020-11-13,USA,Global,7881737,39
2020-11-13,Russia,Global,7300217,37
2020-11-13,Iraq,Global,4231133,21
2020-11-13,UAE,Global,3368193,17
2020-11-14,Saudi Arabia,Global,8696848,43
2020-11-14,USA,Global,7419466,37
2020-11-14,Russia,Global,7423153,37
2020-11-14,Iraq,Global,4493259,22
2020-11-14,UAE,Global,3003229,15
2020-11-15,Saudi Arabia,Global,8708649,44
2020-11-15,USA,Global,7952981,40
2020-11-15,Russia,Global,7668733,38
2020-11-15,Iraq,Global,4363227,22
2020-11-15,UAE,Global,3250908,16
2020-11-16,Saudi Arabia,Global,8835155,44
2020-11-16,USA,Global,8068821,40
2020-11-16,Russia,Global,7265695,36
2020-11-16,Iraq,Global,4242711,21
2020-11-16,UAE,Global,3290178,16
2020-11-17,Saudi Arabia,Global,8722112,44
2020-11-17,USA,Global,7883512,39
2020-11-17,Russia,Global,7608813,38
2020-11-17,Iraq,Global,4413573,22
2020-11-17,UAE,Global,3327258,17
2020-11-18,Saudi Arabia,Global,8823901,44
2020-11-18,USA,Global,7633194,38
2020-11-18,Russia,Global,7500140,38
2020-11-18,Iraq,Global,4355997,22
2020-11-18,UAE,Global,3340601,17
2020-11-19,Saudi Arabia,Global,9349240,47
2020-11-19,USA,Global,7915087,40
2020-11-19,Russia,Global,7257505,36
2020-11-19,Iraq,Global,4306320,22
2020-11-19,UAE,Global,3542541,18
2020-11-20,Saudi Arabia,Global,8889904,44
2020-11-20,USA,Global,7657172,38
2020-11-20,Russia,Global,7510798,38
2020-11-20,Iraq,Global,4272692,21
2020-11-20,UAE,Global,3653908,18
2020-11-21,Saudi Arabia,Global,9037598,45
2020-11-21,USA,Global,7808492,39
2020-11-21,Russia,Global,7567743,38
2020-11-21,Iraq,Global,4385769,22
2020-11-21,UAE,Global,3503507,18
2020-11-22,Saudi Arabia,Global,8951015,45
2020-11-22,USA,Global,7751351,39
2020-11-22,Russia,Global,7281772,36
2020-11-22,Iraq,Global,4532799,23
2020-11-22,UAE,Global,3328088,17
2020-11-23,Saudi Arabia,Global,8820507,44
2020-11-23,USA,Global,7737786,39
2020-11-23,Russia,Global,7444595,37
2020-11-23,Iraq,Global,4690433,23
2020-11-23,UAE,Global,3220925,16
2020-11-24,Saudi Arabia,Global,8887473,44
2020-11-24,USA,Global,8095673,40
2020-11-24,Russia,Global,7371894,37
2020-11-24,Iraq,Global,4451696,22
2020-11-24,UAE,Global,3224481,16
2020-11-25,Saudi Arabia,Global,8950906,45
2020-11-25,USA,Global,7858588,39
2020-11-25,Russia,Global,7534519,38
2020-11-25,Iraq,Global,4564768,23
2020-11-25,UAE,Global,3775094,19
2020-11-26,Saudi Arabia,Global,8976458,45
2020-11-26,USA,Global,7938382,40
2020-11-26,Russia,Global,7418671,37
2020-11-26,Iraq,Global,4336538,22
2020-11-26,UAE,Global,3440286,17
2020-11-27,Saudi Arabia,Global,8848089,44
2020-11-27,USA,Global,7917668,40
2020-11-27,Russia,Global,7590039,38
2020-11-27,Iraq,Global,4241418,21
2020-11-27,UAE,Global,3563381,18
2020-11-28,Saudi Arabia,Global,9092884,45
2020-11-28,USA,Global,7877607,39
2020-11-28,Russia,Global,7077039,35
2020-11-28,Iraq,Global,4304144,22
2020-11-28,UAE,Global,3589866,18
2020-11-29,Saudi Arabia,Global,8894836,44
2020-11-29,USA,Global,7748370,39
2020-11-29,Russia,Global,7322550,37
2020-11-29,Iraq,Global,4524359,23
2020-11-29,UAE,Global,3480276,17
2020-11-30,Saudi Arabia,Global,8865405,44
2020-11-30,USA,Global,7846221,39
2020-11-30,Russia,Global,7342481,37
2020-11-30,Iraq,Global,4262883,21
2020-11-30,UAE,Global,3643551,18
2020-12-01,Saudi Arabia,Global,8855905,44
2020-12-01,USA,Global,8086827,40
2020-12-01,Russia,Global,7632451,38
2020-12-01,Iraq,Global,4554000,23
2020-12-01,UAE,Global,3339510,17
2020-12-02,Saudi Arabia,Global,8967849,45
2020-12-02,USA,Global,7903661,40
2020-12-02,Russia,Global,7271735,36
2020-12-02,Iraq,Global,4455944,22
2020-12-02,UAE,Global,3230434,16
2020-12-03,Saudi Arabia,Global,9088506,45
2020-12-03,USA,Global,7840662,39
2020-12-03,Russia,Global,7440528,37
2020-12-03,Iraq,Global,4452847,22
2020-12-03,UAE,Global,3371518,17
2020-12-04,Saudi Arabia,Global,9001449,45
2020-12-04,USA,Global,7842209,39
2020-12-04,Russia,Global,7544139,38
2020-12-04,Iraq,Global,4211548,21
2020-12-04,UAE,Global,3432402,17
2020-12-05,Saudi Arabia,Global,9207401,46
2020-12-05,USA,Global,7766512,39
2020-12-05,Russia,Global,7314900,37
2020-12-05,Iraq,Global,4493647,22
2020-12-05,UAE,Global,3443499,17
2020-12-06,Saudi Arabia,Global,8972297,45
2020-12-06,USA,Global,7993080,40
2020-12-06,Russia,Global,7514911,38
2020-12-06,Iraq,Global,4586157,23
2020-12-06,UAE,Global,3481175,17
2020-12-07,Saudi Arabia,Global,8886679,44
2020-12-07,USA,Global,8023753,40
2020-12-07,Russia,Global,7707850,39
2020-12-07,Iraq,Global,4402972,22
2020-12-07,UAE,Global,3276688,16
2020-12-08,Saudi Arabia,Global,9092117,45
2020-12-08,USA,Global,7907998,40
2020-12-08,Russia,Global,7100155,36
2020-12-08,Iraq,Global,4553168,23
2020-12-08,UAE,Global,3345756,17
2020-12-09,Saudi Arabia,Global,8915685,45
2020-12-09,USA,Global,7979062,40
2020-12-09,Russia,Global,7457840,37
2020-12-09,Iraq,Global,4535683,23
2020-12-09,UAE,Global,3363942,17
2020-12-10,Saudi Arabia,Global,9009461,45
2020-12-10,USA,Global,7893563,39
2020-12-10,Russia,Global,7543317,38
2020-12-10,Iraq,Global,4524801,23
2020-12-10,UAE,Global,3292180,16
2020-12-11,Saudi Arabia,Global,9098643,45
2020-12-11,USA,Global,7855352,39
2020-12-11,Russia,Global,7556955,38
2020-12-11,Iraq,Global,4490839,22
2020-12-11,UAE,Global,3711474,19
2020-12-12,Saudi Arabia,Global,8905496,45
2020-12-12,USA,Global,7886618,39
2020-12-12,Russia,Global,7436103,37
2020-12-12,Iraq,Global,4393539,22
2020-12-12,UAE,Global,3559007,18
2020-12-13,Saudi Arabia,Global,8699857,43
2020-12-13,USA,Global,7784251,39
2020-12-13,Russia,Global,7282133,36
2020-12-13,Iraq,Global,4584850,23
2020-12-13,UAE,Global,3698896,18
2020-12-14,Saudi Arabia,Global,8929941,45
2020-12-14,USA,Global,7920285,40
2020-12-14,Russia,Global,7456116,37
2020-12-14,Iraq,Global,4619890,23
2020-12-14,UAE,Global,3306505,17
2020-12-15,Saudi Arabia,Global,8984685,45
2020-12-15,USA,Global,8095209,40
2020-12-15,Russia,Global,7524093,38
2020-12-15,Iraq,Global,4477367,22
2020-12-15,UAE,Global,3599086,18
2020-12-16,Saudi Arabia,Global,8546781,43
2020-12-16,USA,Global,8053947,40
2020-12-16,Russia,Global,7354154,37
2020-12-16,Iraq,Global,4177671,21
2020-12-16,UAE,Global,3528946,18
2020-12-17,Saudi Arabia,Global,9161664,46
2020-12-17,USA,Global,7934998,40
2020-12-17,Russia,Global,7598547,38
2020-12-17,Iraq,Global,4697457,23
2020-12-17,UAE,Global,3652853,18
2020-12-18,Saudi Arabia,Global,9204974,46
2020-12-18,USA,Global,8070298,40
2020-12-18,Russia,Global,7470294,37
2020-12-18,Iraq,Global,4218684,21
2020-12-18,UAE,Global,3422070,17
2020-12-19,Saudi Arabia,Global,8835868,44
2020-12-19,USA,Global,8287996,41
2020-12-19,Russia,Global,7435972,37
2020-12-19,Iraq,Global,4480835,22
2020-12-19,UAE,Global,3545077,18
2020-12-20,Saudi Arabia,Global,8972282,45
2020-12-20,USA,Global,8219999,41
2020-12-20,Russia,Global,7372344,37
2020-12-20,Iraq,Global,4494932,22
2020-12-20,UAE,Global,3354371,17
2020-12-21,Saudi Arabia,Global,8771135,44
2020-12-21,USA,Global,7877373,39
2020-12-21,Russia,Global,7463583,37
2020-12-21,Iraq,Global,4404743,22
2020-12-21,UAE,Global,3365275,17
2020-12-22,Saudi Arabia,Global,8761597,44
2020-12-22,USA,Global,7960078,40
2020-12-22,Russia,Global,7246836,36
2020-12-22,Iraq,Global,4586553,23
2020-12-22,UAE,Global,3484910,17
2020-12-23,Saudi Arabia,Global,8757326,44
2020-12-23,USA,Global,7929577,40
2020-12-23,Russia,Global,7363135,37
2020-12-23,Iraq,Global,4523835,23
2020-12-23,UAE,Global,3677026,18
2020-12-24,Saudi Arabia,Global,8698104,43
2020-12-24,USA,Global,7996634,40
2020-12-24,Russia,Global,7455360,37
2020-12-24,Iraq,Global,4580081,23
2020-12-24,UAE,Global,3511359,18
2020-12-25,Saudi Arabia,Global,8870012,44
2020-12-25,USA,Global,7934949,40
2020-12-25,Russia,Global,7363403,37
2020-12-25,Iraq,Global,4644208,23
2020-12-25,UAE,Global,3486004,17
2020-12-26,Saudi Arabia,Global,9271418,46
2020-12-26,USA,Global,7977140,40
2020-12-26,Russia,Global,7379978,37
2020-12-26,Iraq,Global,4259182,21
2020-12-26,UAE,Global,3215769,16
2020-12-27,Saudi Arabia,Global,8752056,44
2020-12-27,USA,Global,8029745,40
2020-12-27,Russia,Global,7565985,38
2020-12-27,Iraq,Global,4252497,21
2020-12-27,UAE,Global,3623932,18
2020-12-28,Saudi Arabia,Global,8920657,45
2020-12-28,USA,Global,8015135,40
2020-12-28,Russia,Global,7734949,39
2020-12-28,Iraq,Global,4627642,23
2020-12-28,UAE,Global,3452836,17
2020-12-29,Saudi Arabia,Global,8862878,44
2020-12-29,USA,Global,7673785,38
2020-12-29,Russia,Global,7388684,37
2020-12-29,Iraq,Global,4464888,22
2020-12-29,UAE,Global,3348480,17
2020-12-30,Saudi Arabia,Global,8980311,45
2020-12-30,USA,Global,8011528,40
2020-12-30,Russia,Global,7466272,37
2020-12-30,Iraq,Global,4402500,22
2020-12-30,UAE,Global,3525298,18
2020-12-31,Saudi Arabia,Global,9069734,45
2020-12-31,USA,Global,7839883,39
2020-12-31,Russia,Global,7715083,39
2020-12-31,Iraq,Global,4488654,22
2020-12-31,UAE,Global,3506270,18
2021-01-01,Saudi Arabia,Global,9109675,46
2021-01-01,USA,Global,8038425,40
2021-01-01,Russia,Global,7646413,38
2021-01-01,Iraq,Global,4546511,23
2021-01-01,UAE,Global,3411577,17
2021-01-02,Saudi Arabia,Global,9061110,45
2021-01-02,USA,Global,7835325,39
2021-01-02,Russia,Global,7523168,38
2021-01-02,Iraq,Global,4501900,23
2021-01-02,UAE,Global,3475667,17
2021-01-03,Saudi Arabia,Global,8991043,45
2021-01-03,USA,Global,7728047,39
2021-01-03,Russia,Global,7428015,37
2021-01-03,Iraq,Global,4524251,23
2021-01-03,UAE,Global,3534302,18
2021-01-04,Saudi Arabia,Global,8859609,44
2021-01-04,USA,Global,8203617,41
2021-01-04,Russia,Global,7383834,37
2021-01-04,Iraq,Global,4659179,23
2021-01-04,UAE,Global,3577840,18
2021-01-05,Saudi Arabia,Global,8920259,45
2021-01-05,USA,Global,8283490,41
2021-01-05,Russia,Global,7338147,37
2021-01-05,Iraq,Global,4655066,23
2021-01-05,UAE,Global,3667280,18
2021-01-06,Saudi Arabia,Global,8920027,45
2021-01-06,USA,Global,8229490,41
2021-01-06,Russia,Global,7483113,37
2021-01-06,Iraq,Global,4563924,23
2021-01-06,UAE,Global,3559669,18
2021-01-07,Saudi Arabia,Global,9003895,45
2021-01-07,USA,Global,8145663,41
2021-01-07,Russia,Global,7643065,38
2021-01-07,Iraq,Global,4261762,21
2021-01-07,UAE,Global,3719693,19
2021-01-08,Saudi Arabia,Global,8778082,44
2021-01-08,USA,Global,8182338,41
2021-01-08,Russia,Global,7696462,38
2021-01-08,Iraq,Global,4363811,22
2021-01-08,UAE,Global,3465834,17
2021-01-09,Saudi Arabia,Global,8865006,44
2021-01-09,USA,Global,7998624,40
2021-01-09,Russia,Global,7484657,37
2021-01-09,Iraq,Global,4647811,23
2021-01-09,UAE,Global,3727408,19
2021-01-10,Saudi Arabia,Global,9243611,46
2021-01-10,USA,Global,7949933,40
2021-01-10,Russia,Global,7502875,38
2021-01-10,Iraq,Global,4281743,21
2021-01-10,UAE,Global,3413378,17
2021-01-11,Saudi Arabia,Global,9182373,46
2021-01-11,USA,Global,8279983,41
2021-01-11,Russia,Global,7352493,37
2021-01-11,Iraq,Global,4448776,22
2021-01-11,UAE,Global,3533684,18
2021-01-12,Saudi Arabia,Global,9083045,45
2021-01-12,USA,Global,7919580,40
2021-01-12,Russia,Global,7604630,38
2021-01-12,Iraq,Global,4469945,22
2021-01-12,UAE,Global,3538853,18
2021-01-13,Saudi Arabia,Global,9126327,46
2021-01-13,USA,Global,8045348,40
2021-01-13,Russia,Global,7478926,37
2021-01-13,Iraq,Global,4527943,23
2021-01-13,UAE,Global,3531130,18
2021-01-14,Saudi Arabia,Global,8992233,45
2021-01-14,USA,Global,8008915,40
2021-01-14,Russia,Global,7787532,39
2021-01-14,Iraq,Global,4631872,23
2021-01-14,UAE,Global,3503413,18
2021-01-15,Saudi Arabia,Global,9155614,46
2021-01-15,USA,Global,8000998,40
2021-01-15,Russia,Global,7727039,39
2021-01-15,Iraq,Global,4606517,23
2021-01-15,UAE,Global,3534975,18
2021-01-16,Saudi Arabia,Global,9121549,46
2021-01-16,USA,Global,7818760,39
2021-01-16,Russia,Global,7385377,37
2021-01-16,Iraq,Global,4375303,22
2021-01-16,UAE,Global,3575833,18
2021-01-17,Saudi Arabia,Global,9317574,47
2021-01-17,USA,Global,8392392,42
2021-01-17,Russia,Global,7653404,38
2021-01-17,Iraq,Global,4632823,23
2021-01-17,UAE,Global,3287538,16
2021-01-18,Saudi Arabia,Global,8979583,45
2021-01-18,USA,Global,7942817,40
2021-01-18,Russia,Global,7467857,37
2021-01-18,Iraq,Global,4535763,23
2021-01-18,UAE,Global,3490171,17
2021-01-19,Saudi Arabia,Global,8767359,44
2021-01-19,USA,Global,8176440,41
2021-01-19,Russia,Global,7403342,37
2021-01-19,Iraq,Global,4600141,23
2021-01-19,UAE,Global,3875366,19
2021-01-20,Saudi Arabia,Global,8929597,45
2021-01-20,USA,Global,7687961,38
2021-01-20,Russia,Global,7524604,38
2021-01-20,Iraq,Global,4732649,24
2021-01-20,UAE,Global,3861257,19
2021-01-21,Saudi Arabia,Global,8886303,44
2021-01-21,USA,Global,8145240,41
2021-01-21,Russia,Global,7500939,38
2021-01-21,Iraq,Global,4554843,23
2021-01-21,UAE,Global,3967387,20
2021-01-22,Saudi Arabia,Global,8848499,44
2021-01-22,USA,Global,8112006,41
2021-01-22,Russia,Global,7644099,38
2021-01-22,Iraq,Global,4736813,24
2021-01-22,UAE,Global,3588642,18
2021-01-23,Saudi Arabia,Global,9123340,46
2021-01-23,USA,Global,8018385,40
2021-01-23,Russia,Global,7617502,38
2021-01-23,Iraq,Global,4525654,23
2021-01-23,UAE,Global,3670368,18
2021-01-24,Saudi Arabia,Global,9024856,45
2021-01-24,USA,Global,8136863,41
2021-01-24,Russia,Global,7575908,38
2021-01-24,Iraq,Global,4749205,24
2021-01-24,UAE,Global,3572589,18
2021-01-25,Saudi Arabia,Global,8817484,44
2021-01-25,USA,Global,8272727,41
2021-01-25,Russia,Global,7447579,37
2021-01-25,Iraq,Global,4485374,22
2021-01-25,UAE,Global,3494090,17
2021-01-26,Saudi Arabia,Global,9292721,46
2021-01-26,USA,Global,7766204,39
2021-01-26,Russia,Global,8057217,40
2021-01-26,Iraq,Global,4744964,24
2021-01-26,UAE,Global,3620041,18
2021-01-27,Saudi Arabia,Global,9081412,45
2021-01-27,USA,Global,8132479,41
2021-01-27,Russia,Global,7667814,38
2021-01-27,Iraq,Global,4686428,23
2021-01-27,UAE,Global,3672987,18
2021-01-28,Saudi Arabia,Global,9106147,46
2021-01-28,USA,Global,8063109,40
2021-01-28,Russia,Global,7570019,38
2021-01-28,Iraq,Global,4563474,23
2021-01-28,UAE,Global,3762776,19
2021-01-29,Saudi Arabia,Global,9184780,46
2021-01-29,USA,Global,7654688,38
2021-01-29,Russia,Global,7694132,38
2021-01-29,Iraq,Global,4624957,23
2021-01-29,UAE,Global,3592940,18
2021-01-30,Saudi Arabia,Global,9040477,45
2021-01-30,USA,Global,8267372,41
2021-01-30,Russia,Global,7740884,39
2021-01-30,Iraq,Global,4482823,22
2021-01-30,UAE,Global,3659813,18
2021-01-31,Saudi Arabia,Global,8955986,45
2021-01-31,USA,Global,7894791,39
2021-01-31,Russia,Global,7507727,38
2021-01-31,Iraq,Global,4731093,24
2021-01-31,UAE,Global,3744703,19
2021-02-01,Saudi Arabia,Global,9181646,46
2021-02-01,USA,Global,8213447,41
2021-02-01,Russia,Global,7682110,38
2021-02-01,Iraq,Global,4508461,23
2021-02-01,UAE,Global,3669472,18
2021-02-02,Saudi Arabia,Global,9227662,46
2021-02-02,USA,Global,8220745,41
2021-02-02,Russia,Global,7785938,39
2021-02-02,Iraq,Global,4713847,24
2021-02-02,UAE,Global,3660318,18
2021-02-03,Saudi Arabia,Global,9271010,46
2021-02-03,USA,Global,8106509,41
2021-02-03,Russia,Global,7478206,37
2021-02-03,Iraq,Global,4586027,23
2021-02-03,UAE,Global,3498752,17
2021-02-04,Saudi Arabia,Global,9012064,45
2021-02-04,USA,Global,8091663,40
2021-02-04,Russia,Global,7494477,37
2021-02-04,Iraq,Global,4567146,23
2021-02-04,UAE,Global,3329298,17
2021-02-05,Saudi Arabia,Global,9148154,46
2021-02-05,USA,Global,8116341,41
2021-02-05,Russia,Global,7493597,37
2021-02-05,Iraq,Global,4715047,24
2021-02-05,UAE,Global,3756796,19
2021-02-06,Saudi Arabia,Global,8877811,44
2021-02-06,USA,Global,8004537,40
2021-02-06,Russia,Global,7503574,38
2021-02-06,Iraq,Global,4477960,22
2021-02-06,UAE,Global,3743367,19
2021-02-07,Saudi Arabia,Global,9092621,45
2021-02-07,USA,Global,8082018,40
2021-02-07,Russia,Global,7321116,37
2021-02-07,Iraq,Global,4717008,24
2021-02-07,UAE,Global,3435807,17
2021-02-08,Saudi Arabia,Global,9133399,46
2021-02-08,USA,Global,8166016,41
2021-02-08,Russia,Global,7828508,39
2021-02-08,Iraq,Global,4428086,22
2021-02-08,UAE,Global,3171483,16
2021-02-09,Saudi Arabia,Global,9154664,46
2021-02-09,USA,Global,8397163,42
2021-02-09,Russia,Global,7812928,39
2021-02-09,Iraq,Global,4658535,23
2021-02-09,UAE,Global,3553341,18
2021-02-10,Saudi Arabia,Global,9250794,46
2021-02-10,USA,Global,7983694,40
2021-02-10,Russia,Global,7701180,39
2021-02-10,Iraq,Global,4705546,24
2021-02-10,UAE,Global,3788757,19
2021-02-11,Saudi Arabia,Global,9546276,48
2021-02-11,USA,Global,8191189,41
2021-02-11,Russia,Global,7555982,38
2021-02-11,Iraq,Global,4628491,23
2021-02-11,UAE,Global,3366966,17
2021-02-12,Saudi Arabia,Global,9030682,45
2021-02-12,USA,Global,8073496,40
2021-02-12,Russia,Global,7556275,38
2021-02-12,Iraq,Global,4657742,23
2021-02-12,UAE,Global,3511526,18
2021-02-13,Saudi Arabia,Global,9305565,47
2021-02-13,USA,Global,8137442,41
2021-02-13,Russia,Global,7636016,38
2021-02-13,Iraq,Global,4588226,23
2021-02-13,UAE,Global,3660689,18
2021-02-14,Saudi Arabia,Global,9263656,46
2021-02-14,USA,Global,8009822,40
2021-02-14,Russia,Global,7541174,38
2021-02-14,Iraq,Global,4594333,23
2021-02-14,UAE,Global,3438011,17
2021-02-15,Saudi Arabia,Global,9019443,45
2021-02-15,USA,Global,8070898,40
2021-02-15,Russia,Global,7773490,39
2021-02-15,Iraq,Global,4681716,23
2021-02-15,UAE,Global,3671370,18
2021-02-16,Saudi Arabia,Global,9272364,46
2021-02-16,USA,Global,8124123,41
2021-02-16,Russia,Global,7703299,39
2021-02-16,Iraq,Global,4629246,23
2021-02-16,UAE,Global,3684533,18
2021-02-17,Saudi Arabia,Global,9059670,45
2021-02-17,USA,Global,7781261,39
2021-02-17,Russia,Global,7626942,38
2021-02-17,Iraq,Global,4860496,24
2021-02-17,UAE,Global,3786016,19
2021-02-18,Saudi Arabia,Global,9294204,46
2021-02-18,USA,Global,8334814,42
2021-02-18,Russia,Global,7662693,38
2021-02-18,Iraq,Global,4678992,23
2021-02-18,UAE,Global,3556747,18
2021-02-19,Saudi Arabia,Global,9104250,46
2021-02-19,USA,Global,8244027,41
2021-02-19,Russia,Global,7832244,39
2021-02-19,Iraq,Global,4630744,23
2021-02-19,UAE,Global,3584133,18
2021-02-20,Saudi Arabia,Global,9153962,46
2021-02-20,USA,Global,8244064,41
2021-02-20,Russia,Global,7437305,37
2021-02-20,Iraq,Global,4309456,22
2021-02-20,UAE,Global,3571302,18
2021-02-21,Saudi Arabia,Global,8972952,45
2021-02-21,USA,Global,8079838,40
2021-02-21,Russia,Global,7633892,38
2021-02-21,Iraq,Global,4588072,23
2021-02-21,UAE,Global,3873929,19
2021-02-22,Saudi Arabia,Global,9207201,46
2021-02-22,USA,Global,8203260,41
2021-02-22,Russia,Global,7751520,39
2021-02-22,Iraq,Global,4487364,22
2021-02-22,UAE,Global,3814056,19
2021-02-23,Saudi Arabia,Global,9148908,46
2021-02-23,USA,Global,8260844,41
2021-02-23,Russia,Global,7499494,37
2021-02-23,Iraq,Global,4427208,22
2021-02-23,UAE,Global,3782956,19
2021-02-24,Saudi Arabia,Global,9218769,46
2021-02-24,USA,Global,8027000,40
2021-02-24,Russia,Global,7531858,38
2021-02-24,Iraq,Global,4831123,24
2021-02-24,UAE,Global,3483896,17
2021-02-25,Saudi Arabia,Global,9410696,47
2021-02-25,USA,Global,8029202,40
2021-02-25,Russia,Global,7760054,39
2021-02-25,Iraq,Global,4615003,23
2021-02-25,UAE,Global,3754773,19
2021-02-26,Saudi Arabia,Global,9084617,45
2021-02-26,USA,Global,8141815,41
2021-02-26,Russia,Global,7672372,38
2021-02-26,Iraq,Global,4515906,23
2021-02-26,UAE,Global,3777358,19
2021-02-27,Saudi Arabia,Global,9091142,45
2021-02-27,USA,Global,8133834,41
2021-02-27,Russia,Global,7518971,38
2021-02-27,Iraq,Global,4283774,21
2021-02-27,UAE,Global,3639470,18
2021-02-28,Saudi Arabia,Global,9531856,48
2021-02-28,USA,Global,8287654,41
2021-02-28,Russia,Global,7667074,38
2021-02-28,Iraq,Global,4630530,23
2021-02-28,UAE,Global,3673333,18
2021-03-01,Saudi Arabia,Global,9253821,46
2021-03-01,USA,Global,7994631,40
2021-03-01,Russia,Global,7838901,39
2021-03-01,Iraq,Global,4779060,24
2021-03-01,UAE,Global,3779481,19
2021-03-02,Saudi Arabia,Global,9239263,46
2021-03-02,USA,Global,8176434,41
2021-03-02,Russia,Global,7774420,39
2021-03-02,Iraq,Global,4762263,24
2021-03-02,UAE,Global,3620385,18
2021-03-03,Saudi Arabia,Global,9089138,45
2021-03-03,USA,Global,8190457,41
2021-03-03,Russia,Global,7907531,40
2021-03-03,Iraq,Global,4489312,22
2021-03-03,UAE,Global,3455050,17
2021-03-04,Saudi Arabia,Global,9201528,46
2021-03-04,USA,Global,8184447,41
2021-03-04,Russia,Global,7702815,39
2021-03-04,Iraq,Global,4713406,24
2021-03-04,UAE,Global,3643333,18
2021-03-05,Saudi Arabia,Global,9401876,47
2021-03-05,USA,Global,7938261,40
2021-03-05,Russia,Global,7554122,38
2021-03-05,Iraq,Global,4662908,23
2021-03-05,UAE,Global,3431918,17
2021-03-06,Saudi Arabia,Global,9153548,46
2021-03-06,USA,Global,8429147,42
2021-03-06,Russia,Global,7683059,38
2021-03-06,Iraq,Global,4714531,24
2021-03-06,UAE,Global,3490901,17
2021-03-07,Saudi Arabia,Global,9088949,45
2021-03-07,USA,Global,8125123,41
2021-03-07,Russia,Global,7633745,38
2021-03-07,Iraq,Global,4873649,24
2021-03-07,UAE,Global,3765056,19
2021-03-08,Saudi Arabia,Global,9016107,45
2021-03-08,USA,Global,8219801,41
2021-03-08,Russia,Global,7757559,39
2021-03-08,Iraq,Global,4853848,24
2021-03-08,UAE,Global,3919907,20
2021-03-09,Saudi Arabia,Global,9031930,45
2021-03-09,USA,Global,8062566,40
2021-03-09,Russia,Global,7495558,37
2021-03-09,Iraq,Global,4649091,23
2021-03-09,UAE,Global,3754148,19
2021-03-10,Saudi Arabia,Global,9333609,47
2021-03-10,USA,Global,8174116,41
2021-03-10,Russia,Global,7637531,38
2021-03-10,Iraq,Global,4708272,24
2021-03-10,UAE,Global,3560237,18
2021-03-11,Saudi Arabia,Global,9500198,48
